,id,box_id,box_top,box_left,box_width,box_height,X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22
0,/home/voje-lab/Desktop/BLEED-jpg/MHR.2269.BLEED.659.jpg,382_965_675_1089,382.0,965.0,675.0,1089.0,1521.0,708.0,1367.0,1202.0,1319.0,356.0,1522.0,502.0,1319.0,437.0,1181.0,795.0,1400.0,814.0,1501.0,893.0,1068.0,827.0,1127.0,1207.0,1039.0,1016.0,1462.0,1059.0,1250.0,1208.0,1038.0,917.0,1070.0,1123.0,1491.0,981.0,1424.0,1127.0,1141.0,494.0,1471.0,546.0,1071.0,651.0,1117.0,791.0,1465.0,821.0,1101.0,428.0
1,/home/voje-lab/Desktop/BLEED-jpg/MHR.2283.BLEED.370.jpg,1110_1340_544_352,1110.0,1340.0,544.0,352.0,1867.0,1311.0,1653.0,1574.0,1785.0,1107.0,1922.0,1201.0,1771.0,1145.0,1557.0,1347.0,1706.0,1365.0,1820.0,1411.0,1462.0,1353.0,1449.0,1540.0,1418.0,1438.0,1765.0,1500.0,1542.0,1561.0,1427.0,1392.0,1423.0,1487.0,1802.0,1457.0,1718.0,1537.0,1624.0,1162.0,1866.0,1214.0,1514.0,1252.0,1499.0,1333.0,1787.0,1367.0,1590.0,1130.0
2,/home/voje-lab/Desktop/BLEED-jpg/MHR.2268.BLEED.596.jpg,37_561_1168_1737,37.0,561.0,1168.0,1737.0,1609.0,540.0,1323.0,1518.0,1220.0,-42.0,1597.0,173.0,1219.0,63.0,961.0,778.0,1318.0,766.0,1590.0,817.0,723.0,802.0,906.0,1578.0,717.0,1200.0,1518.0,1184.0,1120.0,1563.0,691.0,1002.0,788.0,1403.0,1575.0,1010.0,1434.0,1348.0,902.0,211.0,1511.0,239.0,751.0,509.0,826.0,757.0,1496.0,719.0,825.0,100.0
3,/home/voje-lab/Desktop/BLEED-jpg/MHR.2218.BLEED.802.jpg,120_512_1038_1661,120.0,512.0,1038.0,1661.0,1433.0,641.0,1269.0,1552.0,1011.0,23.0,1425.0,234.0,1018.0,150.0,848.0,937.0,1148.0,933.0,1395.0,1015.0,633.0,1010.0,821.0,1598.0,651.0,1309.0,1387.0,1283.0,1043.0,1571.0,626.0,1163.0,718.0,1464.0,1413.0,1148.0,1342.0,1413.0,684.0,313.0,1327.0,314.0,577.0,647.0,690.0,933.0,1319.0,907.0,598.0,210.0
4,/home/voje-lab/Desktop/BLEED-jpg/MHR.6141.BLEED.242.jpg,409_886_672_911,409.0,886.0,672.0,911.0,1471.0,696.0,1347.0,1138.0,1209.0,355.0,1457.0,473.0,1213.0,425.0,1072.0,830.0,1324.0,823.0,1450.0,869.0,972.0,865.0,1099.0,1155.0,990.0,1013.0,1438.0,1010.0,1222.0,1148.0,967.0,940.0,1031.0,1086.0,1458.0,941.0,1404.0,1072.0,1028.0,509.0,1400.0,514.0,956.0,700.0,1006.0,824.0,1405.0,814.0,972.0,451.0
5,/home/voje-lab/Desktop/BLEED-jpg/MHR.6141.BLEED.242.jpg,763_312_690_942,763.0,312.0,690.0,942.0,892.0,1034.0,779.0,1500.0,596.0,720.0,862.0,813.0,607.0,797.0,501.0,1203.0,744.0,1165.0,886.0,1218.0,405.0,1262.0,543.0,1531.0,427.0,1405.0,868.0,1364.0,663.0,1521.0,405.0,1338.0,471.0,1472.0,887.0,1294.0,834.0,1427.0,438.0,888.0,808.0,867.0,376.0,1078.0,439.0,1211.0,837.0,1155.0,376.0,834.0
6,/home/voje-lab/Desktop/BLEED-jpg/MHR.365.BLEED.244.jpg,757_1469_632_1021,757.0,1469.0,632.0,1021.0,2030.0,1046.0,1853.0,1651.0,1861.0,735.0,2059.0,855.0,1856.0,795.0,1694.0,1146.0,1893.0,1157.0,1984.0,1228.0,1575.0,1184.0,1693.0,1658.0,1578.0,1417.0,1943.0,1450.0,1770.0,1680.0,1561.0,1300.0,1624.0,1539.0,1969.0,1348.0,1907.0,1553.0,1685.0,859.0,2006.0,892.0,1607.0,1018.0,1630.0,1146.0,1963.0,1157.0,1643.0,799.0
7,/home/voje-lab/Desktop/BLEED-jpg/MHR.365.BLEED.244.jpg,730_437_643_1064,730.0,437.0,643.0,1064.0,968.0,1049.0,803.0,1629.0,777.0,729.0,987.0,860.0,775.0,794.0,680.0,1145.0,848.0,1164.0,965.0,1233.0,542.0,1188.0,642.0,1585.0,568.0,1391.0,921.0,1452.0,718.0,1630.0,545.0,1294.0,597.0,1489.0,956.0,1355.0,872.0,1548.0,608.0,871.0,930.0,900.0,549.0,1018.0,586.0,1135.0,919.0,1170.0,569.0,811.0
8,/home/voje-lab/Desktop/BLEED-jpg/MHR.157.BLEED.242.jpg,88_493_662_905,88.0,493.0,662.0,905.0,1030.0,367.0,938.0,857.0,804.0,65.0,1020.0,165.0,809.0,112.0,714.0,496.0,939.0,496.0,1046.0,540.0,615.0,522.0,713.0,838.0,621.0,687.0,1021.0,707.0,824.0,850.0,604.0,608.0,656.0,764.0,1040.0,624.0,987.0,784.0,649.0,201.0,970.0,199.0,609.0,366.0,661.0,494.0,996.0,482.0,608.0,165.0
9,/home/voje-lab/Desktop/BLEED-jpg/MHR.157.BLEED.242.jpg,428_1041_665_982,428.0,1041.0,665.0,982.0,1598.0,754.0,1459.0,1237.0,1356.0,425.0,1585.0,523.0,1361.0,480.0,1269.0,889.0,1514.0,881.0,1592.0,937.0,1167.0,923.0,1262.0,1250.0,1189.0,1090.0,1542.0,1091.0,1360.0,1263.0,1167.0,1013.0,1217.0,1166.0,1575.0,1013.0,1511.0,1163.0,1192.0,568.0,1534.0,564.0,1153.0,747.0,1209.0,892.0,1570.0,874.0,1149.0,526.0
