,id,box_id,box_top,box_left,box_width,box_height,X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22
0,/home/voje-lab/Desktop/BLEED-jpg/MHR.2227.BLEED.686.jpg,349_988_635_1008,349.0,988.0,635.0,1008.0,1533.0,635.0,1406.0,1113.0,1332.0,306.0,1528.0,424.0,1336.0,383.0,1232.0,753.0,1439.0,746.0,1520.0,825.0,1105.0,802.0,1167.0,1147.0,1085.0,984.0,1485.0,972.0,1287.0,1135.0,1077.0,891.0,1113.0,1076.0,1512.0,899.0,1453.0,1038.0,1169.0,460.0,1480.0,475.0,1113.0,627.0,1159.0,754.0,1492.0,745.0,1125.0,402.0
1,/home/voje-lab/Desktop/BLEED-jpg/MHR.2227.BLEED.686.jpg,821_1513_649_979,821.0,1513.0,649.0,979.0,2077.0,1131.0,1953.0,1638.0,1842.0,784.0,2073.0,920.0,1843.0,859.0,1717.0,1231.0,1912.0,1241.0,2061.0,1312.0,1592.0,1253.0,1681.0,1625.0,1590.0,1434.0,2033.0,1476.0,1816.0,1632.0,1575.0,1344.0,1625.0,1533.0,2054.0,1398.0,2001.0,1552.0,1671.0,913.0,2014.0,965.0,1599.0,1081.0,1639.0,1219.0,2019.0,1240.0,1615.0,853.0
2,/home/voje-lab/Desktop/BLEED-jpg/MHR.6141.BLEED.242.jpg,817_1438_659_973,817.0,1438.0,659.0,973.0,2064.0,1134.0,1875.0,1566.0,1850.0,798.0,2080.0,932.0,1848.0,871.0,1668.0,1232.0,1885.0,1243.0,2008.0,1315.0,1545.0,1262.0,1628.0,1588.0,1544.0,1422.0,1956.0,1447.0,1749.0,1578.0,1529.0,1344.0,1571.0,1510.0,1990.0,1384.0,1919.0,1500.0,1648.0,918.0,2017.0,978.0,1555.0,1081.0,1585.0,1217.0,1987.0,1241.0,1597.0,851.0
3,/home/voje-lab/Desktop/BLEED-jpg/MHR.6141.BLEED.242.jpg,409_886_672_911,409.0,886.0,672.0,911.0,1471.0,696.0,1347.0,1138.0,1209.0,355.0,1457.0,473.0,1213.0,425.0,1072.0,830.0,1324.0,823.0,1450.0,869.0,972.0,865.0,1099.0,1155.0,990.0,1013.0,1438.0,1010.0,1222.0,1148.0,967.0,940.0,1031.0,1086.0,1458.0,941.0,1404.0,1072.0,1028.0,509.0,1400.0,514.0,956.0,700.0,1006.0,824.0,1405.0,814.0,972.0,451.0
4,/home/voje-lab/Desktop/BLEED-jpg/MHR.6141.BLEED.242.jpg,763_312_690_942,763.0,312.0,690.0,942.0,892.0,1034.0,779.0,1500.0,596.0,720.0,862.0,813.0,607.0,797.0,501.0,1203.0,744.0,1165.0,886.0,1218.0,405.0,1262.0,543.0,1531.0,427.0,1405.0,868.0,1364.0,663.0,1521.0,405.0,1338.0,471.0,1472.0,887.0,1294.0,834.0,1427.0,438.0,888.0,808.0,867.0,376.0,1078.0,439.0,1211.0,837.0,1155.0,376.0,834.0
5,/home/voje-lab/Desktop/BLEED-jpg/MHR.365.BLEED.244.jpg,290_982_658_1133,290.0,982.0,658.0,1133.0,1548.0,599.0,1373.0,1167.0,1342.0,283.0,1550.0,398.0,1340.0,335.0,1244.0,724.0,1428.0,725.0,1543.0,788.0,1106.0,761.0,1176.0,1194.0,1098.0,983.0,1470.0,979.0,1270.0,1192.0,1089.0,875.0,1121.0,1092.0,1516.0,891.0,1429.0,1069.0,1171.0,421.0,1508.0,437.0,1124.0,594.0,1161.0,727.0,1517.0,723.0,1129.0,372.0
6,/home/voje-lab/Desktop/BLEED-jpg/MHR.365.BLEED.244.jpg,757_1469_632_1021,757.0,1469.0,632.0,1021.0,2030.0,1046.0,1853.0,1651.0,1861.0,735.0,2059.0,855.0,1856.0,795.0,1694.0,1146.0,1893.0,1157.0,1984.0,1228.0,1575.0,1184.0,1693.0,1658.0,1578.0,1417.0,1943.0,1450.0,1770.0,1680.0,1561.0,1300.0,1624.0,1539.0,1969.0,1348.0,1907.0,1553.0,1685.0,859.0,2006.0,892.0,1607.0,1018.0,1630.0,1146.0,1963.0,1157.0,1643.0,799.0
7,/home/voje-lab/Desktop/BLEED-jpg/MHR.365.BLEED.244.jpg,730_437_643_1064,730.0,437.0,643.0,1064.0,968.0,1049.0,803.0,1629.0,777.0,729.0,987.0,860.0,775.0,794.0,680.0,1145.0,848.0,1164.0,965.0,1233.0,542.0,1188.0,642.0,1585.0,568.0,1391.0,921.0,1452.0,718.0,1630.0,545.0,1294.0,597.0,1489.0,956.0,1355.0,872.0,1548.0,608.0,871.0,930.0,900.0,549.0,1018.0,586.0,1135.0,919.0,1170.0,569.0,811.0
8,/home/voje-lab/Desktop/BLEED-jpg/MHR.157.BLEED.242.jpg,88_493_662_905,88.0,493.0,662.0,905.0,1030.0,367.0,938.0,857.0,804.0,65.0,1020.0,165.0,809.0,112.0,714.0,496.0,939.0,496.0,1046.0,540.0,615.0,522.0,713.0,838.0,621.0,687.0,1021.0,707.0,824.0,850.0,604.0,608.0,656.0,764.0,1040.0,624.0,987.0,784.0,649.0,201.0,970.0,199.0,609.0,366.0,661.0,494.0,996.0,482.0,608.0,165.0
9,/home/voje-lab/Desktop/BLEED-jpg/MHR.157.BLEED.242.jpg,428_1041_665_982,428.0,1041.0,665.0,982.0,1598.0,754.0,1459.0,1237.0,1356.0,425.0,1585.0,523.0,1361.0,480.0,1269.0,889.0,1514.0,881.0,1592.0,937.0,1167.0,923.0,1262.0,1250.0,1189.0,1090.0,1542.0,1091.0,1360.0,1263.0,1167.0,1013.0,1217.0,1166.0,1575.0,1013.0,1511.0,1163.0,1192.0,568.0,1534.0,564.0,1153.0,747.0,1209.0,892.0,1570.0,874.0,1149.0,526.0
10,/home/voje-lab/Desktop/BLEED-jpg/MHR.293.BLEED.244.jpg,408_1437_689_1278,408.0,1437.0,689.0,1278.0,2132.0,802.0,1879.0,1518.0,1953.0,297.0,2190.0,508.0,1938.0,386.0,1700.0,908.0,1939.0,958.0,2098.0,1062.0,1538.0,927.0,1559.0,1504.0,1490.0,1210.0,2014.0,1290.0,1716.0,1519.0,1496.0,1065.0,1515.0,1366.0,2068.0,1184.0,1959.0,1396.0,1709.0,450.0,2109.0,554.0,1583.0,665.0,1610.0,878.0,2050.0,969.0,1657.0,364.0
11,/home/voje-lab/Desktop/BLEED-jpg/MHR.6142.BLEED.242.jpg,41_1259_1003_1346,41.0,1259.0,1003.0,1346.0,2106.0,462.0,1941.0,1123.0,1744.0,-19.0,2094.0,150.0,1748.0,64.0,1539.0,661.0,1889.0,653.0,2102.0,722.0,1385.0,701.0,1561.0,1137.0,1419.0,921.0,2075.0,934.0,1754.0,1126.0,1384.0,819.0,1471.0,1031.0,2105.0,832.0,2027.0,1030.0,1473.0,188.0,2016.0,198.0,1368.0,451.0,1435.0,649.0,2028.0,644.0,1397.0,108.0
12,/home/voje-lab/Desktop/BLEED-jpg/MHR.6142.BLEED.242.jpg,572_394_1035_1250,572.0,394.0,1035.0,1250.0,1257.0,973.0,1099.0,1703.0,827.0,500.0,1215.0,642.0,845.0,615.0,683.0,1242.0,1043.0,1194.0,1265.0,1263.0,536.0,1324.0,711.0,1729.0,566.0,1538.0,1239.0,1482.0,904.0,1719.0,534.0,1437.0,621.0,1636.0,1271.0,1370.0,1186.0,1584.0,596.0,747.0,1131.0,718.0,489.0,1043.0,587.0,1248.0,1184.0,1169.0,498.0,669.0
