"X","id","box_id","box_top","box_left","box_width","box_height","X0","Y0","X1","Y1","X2","Y2","X3","Y3","X4","Y4","X5","Y5","X6","Y6","X7","Y7","X8","Y8","X9","Y9","X10","Y10","X11","Y11","X12","Y12","X13","Y13","X14","Y14","X15","Y15","X16","Y16","X17","Y17","X18","Y18","X19","Y19","X20","Y20","X21","Y21","X22","Y22","image","specimenNR","form.no","formation","new.id"
0,"bryozoa_lab_images/110_CC_1_15v_x30_BSE.jpg","242_618_247_319",242,618,247,319,803,336,766,491,752,235,811,276,751,257,708,375,762,375,809,393,669,383,681,481,662,430,801,444,723,488,662,407,668,457,810,420,788,469,703,278,793,286,682,328,686,373,791,374,688,259,"110_CC_1_15v_x30_BSE","110CC","110","NKBS","242_618_247_319_110_CC_1_15v_x30_BSE"
1,"bryozoa_lab_images/110_CC_1_15v_x30_BSE.jpg","509_558_253_317",509,558,253,317,766,618,736,762,719,518,775,557,716,538,665,646,729,650,772,668,618,653,637,761,608,710,768,717,685,758,607,682,619,738,774,694,756,740,661,557,757,571,634,604,636,639,754,650,649,539,"110_CC_1_15v_x30_BSE","110CC","110","NKBS","509_558_253_317_110_CC_1_15v_x30_BSE"
2,"bryozoa_lab_images/110_CC_1_15v_x30_BSE.jpg","128_797_268_314",128,797,268,314,988,233,970,393,942,139,1002,173,940,160,887,278,948,276,994,292,854,290,880,382,858,334,998,344,924,386,850,312,865,358,1005,319,988,368,889,183,981,186,866,233,871,276,968,276,873,165,"110_CC_1_15v_x30_BSE","110CC","110","NKBS","128_797_268_314_110_CC_1_15v_x30_BSE"
3,"bryozoa_lab_images/110_CC_1_15v_x30_BSE.jpg","351_245_221_349",351,245,221,349,384,414,434,592,280,357,356,359,292,378,328,501,378,473,418,470,297,528,368,618,321,582,436,527,401,606,305,558,344,604,431,500,438,561,266,422,347,379,276,475,305,513,396,459,247,415,"110_CC_1_15v_x30_BSE","110CC","110","NKBS","351_245_221_349_110_CC_1_15v_x30_BSE"
4,"bryozoa_lab_images/110_CC_1_15v_x30_BSE.jpg","53_161_200_345",53,161,200,345,320,140,309,302,250,49,315,76,253,73,240,199,288,184,326,198,203,218,259,326,225,280,319,250,285,321,212,252,241,305,325,225,315,276,211,107,301,97,200,162,211,201,318,177,195,89,"110_CC_1_15v_x30_BSE","110CC","110","NKBS","53_161_200_345_110_CC_1_15v_x30_BSE"
5,"bryozoa_lab_images/110_CC_1_15v_x30_BSE.jpg","366_442_223_308",366,442,223,308,596,447,560,624,535,365,594,390,536,387,519,500,571,494,606,507,488,517,503,619,486,572,597,567,529,628,485,546,492,600,608,538,582,595,493,413,580,406,482,460,500,501,588,491,478,399,"110_CC_1_15v_x30_BSE","110CC","110","NKBS","366_442_223_308_110_CC_1_15v_x30_BSE"
6,"bryozoa_lab_images/110_CC_1_15v_x30_BSE.jpg","398_779_240_298",398,779,240,298,982,505,948,651,927,403,989,445,926,422,872,537,949,541,990,561,826,544,847,642,818,594,983,611,896,644,816,569,829,619,992,588,970,632,871,442,971,454,845,492,850,535,972,541,856,424,"110_CC_1_15v_x30_BSE","110CC","110","NKBS","398_779_240_298_110_CC_1_15v_x30_BSE"
7,"bryozoa_lab_images/110_CC_1_15v_x30_BSE.jpg","658_776_217_273",658,776,217,273,954,759,919,902,897,662,960,701,896,683,853,785,919,787,963,810,808,792,840,892,812,846,955,862,880,898,805,820,824,872,965,839,939,884,843,703,941,713,821,747,828,781,945,792,832,684,"110_CC_1_15v_x30_BSE","110CC","110","NKBS","658_776_217_273_110_CC_1_15v_x30_BSE"
8,"bryozoa_lab_images/110_CC_1_15v_x30_BSE.jpg","637_353_260_295",637,353,260,295,534,721,517,851,473,640,534,666,475,658,452,760,497,759,548,767,418,771,448,851,413,812,553,811,482,856,411,790,427,833,555,789,539,831,430,679,518,677,417,728,429,760,526,756,417,667,"110_CC_1_15v_x30_BSE","110CC","110","NKBS","637_353_260_295_110_CC_1_15v_x30_BSE"
9,"bryozoa_lab_images/735_CV_1_15v_x30_BSE.jpg","824_182_558_767",824,182,558,767,571,1019,578,1390,375,853,542,883,386,888,380,1153,516,1121,618,1126,281,1189,429,1434,321,1326,623,1259,501,1423,286,1262,368,1388,637,1192,606,1321,279,959,513,920,269,1077,325,1161,571,1094,244,938,"735_CV_1_15v_x30_BSE","735CV","735","SHCSBSB","824_182_558_767_735_CV_1_15v_x30_BSE"
10,"bryozoa_lab_images/735_CV_1_15v_x30_BSE.jpg","545_939_451_723",545,939,451,723,1316,791,1250,1126,1184,553,1322,636,1182,600,1094,861,1231,872,1319,897,1027,881,1123,1117,1044,1008,1309,1019,1186,1132,1025,947,1081,1068,1323,961,1290,1076,1068,657,1290,665,1030,767,1054,857,1286,867,1046,617,"735_CV_1_15v_x30_BSE","735CV","735","SHCSBSB","545_939_451_723_735_CV_1_15v_x30_BSE"
11,"bryozoa_lab_images/735_CV_1_15v_x30_BSE.jpg","515_1353_463_725",515,1353,463,725,1738,807,1566,1152,1654,521,1768,645,1646,569,1494,814,1626,858,1714,918,1430,821,1418,1064,1406,936,1679,1048,1487,1116,1413,874,1404,1002,1710,989,1635,1100,1523,587,1731,665,1453,690,1455,799,1683,874,1501,539,"735_CV_1_15v_x30_BSE","735CV","735","SHCSBSB","515_1353_463_725_735_CV_1_15v_x30_BSE"
12,"bryozoa_lab_images/392_CV_1_15v_x30_BSE.jpg","253_1173_425_578",253,1173,425,578,1507,432,1469,732,1358,255,1495,315,1365,295,1331,521,1456,513,1530,551,1262,558,1351,742,1288,659,1509,643,1409,747,1266,613,1315,702,1524,602,1493,686,1278,352,1468,343,1263,450,1287,530,1502,506,1245,324,"392_CV_1_15v_x30_BSE","392CV","392","NKBS","253_1173_425_578_392_CV_1_15v_x30_BSE"
13,"bryozoa_lab_images/392_CV_1_15v_x30_BSE.jpg","785_1155_461_609",785,1155,461,609,1542,1007,1436,1279,1423,801,1551,888,1420,842,1350,1071,1451,1085,1530,1135,1245,1094,1290,1282,1250,1192,1485,1205,1361,1287,1238,1146,1264,1238,1509,1174,1464,1240,1313,877,1514,916,1269,970,1273,1066,1525,1091,1283,844,"392_CV_1_15v_x30_BSE","392CV","392","NKBS","785_1155_461_609_392_CV_1_15v_x30_BSE"
14,"bryozoa_lab_images/392_CV_1_15v_x30_BSE.jpg","10_820_438_582",10,820,438,582,1166,190,1121,467,1005,13,1159,76,1010,50,985,294,1102,286,1184,311,894,331,952,479,904,414,1168,392,1034,468,896,379,920,451,1180,357,1153,431,898,116,1126,108,880,214,912,301,1161,277,867,92,"392_CV_1_15v_x30_BSE","392CV","392","NKBS","10_820_438_582_392_CV_1_15v_x30_BSE"
15,"bryozoa_lab_images/392_CV_1_15v_x30_BSE.jpg","514_851_449_638",514,851,449,638,1189,677,1133,980,1012,504,1166,556,1019,544,1013,782,1131,764,1209,790,926,835,1004,996,954,924,1186,889,1066,997,937,886,973,962,1203,846,1165,934,920,614,1135,591,901,723,934,789,1184,750,887,589,"392_CV_1_15v_x30_BSE","392CV","392","NKBS","514_851_449_638_392_CV_1_15v_x30_BSE"
16,"bryozoa_lab_images/392_CV_1_15v_x30_BSE.jpg","995_1480_473_564",995,1480,473,564,1893,1218,1693,1472,1845,1006,1939,1115,1834,1042,1689,1231,1785,1274,1847,1347,1598,1235,1539,1422,1554,1323,1787,1416,1613,1451,1571,1279,1537,1374,1822,1387,1748,1446,1713,1042,1899,1128,1642,1113,1628,1207,1849,1299,1691,1004,"392_CV_1_15v_x30_BSE","392CV","392","NKBS","995_1480_473_564_392_CV_1_15v_x30_BSE"
17,"bryozoa_lab_images/630_CV_2_10v_x30_BSE.jpg","898_646_449_549",898,646,449,549,966,1060,991,1310,829,910,957,953,835,944,794,1138,903,1128,995,1149,736,1170,828,1334,752,1260,1013,1231,912,1323,736,1218,781,1301,1013,1191,1009,1271,753,997,931,978,732,1079,755,1143,958,1124,720,972,"630_CV_2_10v_x30_BSE","630CV","630","Tewkesbury","898_646_449_549_630_CV_2_10v_x30_BSE"
18,"bryozoa_lab_images/630_CV_2_10v_x30_BSE.jpg","889_1414_469_571",889,1414,469,571,1757,1061,1658,1310,1649,904,1757,959,1649,935,1550,1128,1674,1121,1748,1155,1496,1152,1557,1316,1502,1239,1710,1235,1609,1324,1491,1196,1524,1280,1736,1197,1687,1275,1554,973,1735,982,1508,1057,1516,1130,1730,1120,1530,945,"630_CV_2_10v_x30_BSE","630CV","630","Tewkesbury","889_1414_469_571_630_CV_2_10v_x30_BSE"
19,"bryozoa_lab_images/630_CV_2_10v_x30_BSE.jpg","595_279_444_598",595,279,444,598,615,787,571,1054,467,629,602,676,473,663,448,881,537,867,622,893,370,917,442,1080,390,1006,606,975,508,1075,379,965,410,1045,620,938,593,1013,382,721,579,706,357,814,384,886,604,859,350,697,"630_CV_2_10v_x30_BSE","630CV","630","Tewkesbury","595_279_444_598_630_CV_2_10v_x30_BSE"
20,"bryozoa_lab_images/630_CV_2_10v_x30_BSE.jpg","367_1363_468_613",367,1363,468,613,1739,578,1701,865,1614,393,1737,461,1614,426,1554,649,1655,653,1758,669,1454,656,1501,872,1441,763,1747,770,1601,864,1439,711,1460,821,1758,721,1730,820,1514,472,1712,484,1478,563,1490,646,1721,645,1482,445,"630_CV_2_10v_x30_BSE","630CV","630","Tewkesbury","367_1363_468_613_630_CV_2_10v_x30_BSE"
21,"bryozoa_lab_images/630_CV_2_10v_x30_BSE.jpg","701_978_496_546",701,978,496,546,1354,865,1315,1122,1220,706,1349,761,1222,736,1156,945,1269,938,1376,960,1073,967,1172,1156,1087,1071,1366,1045,1243,1144,1069,1020,1122,1117,1381,1005,1346,1083,1124,785,1325,785,1092,870,1108,948,1338,931,1092,758,"630_CV_2_10v_x30_BSE","630CV","630","Tewkesbury","701_978_496_546_630_CV_2_10v_x30_BSE"
22,"bryozoa_lab_images/630_CV_2_10v_x30_BSE.jpg","394_665_393_543",394,665,393,543,964,610,858,857,851,423,968,488,848,454,781,674,892,677,946,711,713,678,772,863,727,769,910,791,814,871,716,731,745,815,935,754,886,824,748,481,935,509,705,577,738,659,936,673,723,454,"630_CV_2_10v_x30_BSE","630CV","630","Tewkesbury","394_665_393_543_630_CV_2_10v_x30_BSE"
23,"bryozoa_lab_images/545_CV_1_15v_x30_BSE.jpg","674_940_416_620",674,940,416,620,1261,864,1219,1165,1175,669,1277,740,1173,709,1084,925,1178,933,1264,972,1035,951,1081,1159,1027,1056,1273,1077,1150,1166,1023,1003,1045,1109,1278,1027,1257,1123,1084,747,1247,764,1043,843,1053,922,1228,936,1060,711,"545_CV_1_15v_x30_BSE","545CV","545","NKLS","674_940_416_620_545_CV_1_15v_x30_BSE"
24,"bryozoa_lab_images/545_CV_1_15v_x30_BSE.jpg","847_527_494_583",847,527,494,583,918,1056,853,1329,827,868,937,939,827,907,755,1098,860,1116,920,1157,666,1110,705,1322,639,1220,920,1252,779,1332,636,1164,665,1279,932,1207,895,1292,730,935,904,962,686,1027,713,1091,886,1123,703,902,"545_CV_1_15v_x30_BSE","545CV","545","NKLS","847_527_494_583_545_CV_1_15v_x30_BSE"
25,"bryozoa_lab_images/545_CV_1_15v_x30_BSE.jpg","464_1262_430_618",464,1262,430,618,1646,688,1543,947,1567,476,1664,566,1561,517,1445,693,1546,726,1630,783,1372,704,1386,927,1349,812,1600,868,1463,941,1352,756,1357,871,1619,828,1576,907,1446,535,1631,589,1397,605,1401,681,1618,743,1427,494,"545_CV_1_15v_x30_BSE","545CV","545","NKLS","464_1262_430_618_545_CV_1_15v_x30_BSE"
26,"bryozoa_lab_images/545_CV_1_15v_x30_BSE.jpg","438_359_389_716",438,359,389,716,683,645,565,1002,582,438,694,519,579,485,495,694,603,706,666,763,430,722,466,1000,423,861,632,890,513,1015,422,791,438,933,657,833,603,946,477,520,663,549,434,613,451,686,650,714,456,482,"545_CV_1_15v_x30_BSE","545CV","545","NKLS","438_359_389_716_545_CV_1_15v_x30_BSE"
27,"bryozoa_lab_images/545_CV_1_15v_x30_BSE.jpg","276_711_405_660",276,711,405,660,1018,478,943,789,926,279,1031,354,923,323,838,525,931,534,1019,578,759,555,816,794,763,679,1003,693,879,802,753,616,782,738,1018,640,979,743,818,364,999,381,776,452,787,518,991,542,795,326,"545_CV_1_15v_x30_BSE","545CV","545","NKLS","276_711_405_660_545_CV_1_15v_x30_BSE"
28,"bryozoa_lab_images/052_CC_2_15v_x30_BSE.jpg","437_503_441_604",437,503,441,604,855,636,815,945,682,438,840,504,689,469,654,755,780,744,875,767,579,789,633,935,598,866,863,849,723,936,587,831,612,901,875,810,846,894,587,535,808,529,560,658,597,753,850,723,551,507,"052_CC_2_15v_x30_BSE","052CC","52","NKBS","437_503_441_604_052_CC_2_15v_x30_BSE"
29,"bryozoa_lab_images/052_CC_2_15v_x30_BSE.jpg","514_1240_394_577",514,1240,394,577,1587,770,1462,1007,1492,524,1611,640,1486,558,1370,819,1459,846,1552,905,1299,832,1329,975,1300,903,1518,963,1394,989,1301,873,1308,938,1538,939,1495,990,1366,590,1578,654,1302,696,1319,801,1542,855,1339,552,"052_CC_2_15v_x30_BSE","052CC","52","NKBS","514_1240_394_577_052_CC_2_15v_x30_BSE"
30,"bryozoa_lab_images/052_CC_2_15v_x30_BSE.jpg","249_853_434_570",249,853,434,570,1221,465,1163,735,1073,250,1220,325,1073,280,1017,565,1115,563,1225,587,930,586,993,721,952,657,1224,669,1076,731,940,627,967,685,1236,627,1202,706,962,336,1186,347,920,457,944,555,1191,551,931,306,"052_CC_2_15v_x30_BSE","052CC","52","NKBS","249_853_434_570_052_CC_2_15v_x30_BSE"
31,"bryozoa_lab_images/052_CC_2_15v_x30_BSE.jpg","649_138_418_582",649,138,418,582,497,834,439,1123,321,646,482,703,329,678,312,950,426,934,495,958,226,980,267,1115,232,1058,486,1037,351,1112,228,1023,243,1090,496,999,470,1082,230,749,449,733,211,862,251,952,477,918,194,721,"052_CC_2_15v_x30_BSE","052CC","52","NKBS","649_138_418_582_052_CC_2_15v_x30_BSE"
32,"bryozoa_lab_images/103_CV_2_10v_x30_BSE.jpg","471_428_383_714",471,428,383,714,719,641,749,930,562,500,687,530,571,533,593,752,674,731,735,755,526,796,649,986,557,905,746,844,702,968,535,857,599,948,743,804,751,889,500,604,669,562,502,702,547,767,717,717,474,582,"103_CV_2_10v_x30_BSE","103CV","103","NKBS","471_428_383_714_103_CV_2_10v_x30_BSE"
33,"bryozoa_lab_images/103_CV_2_10v_x30_BSE.jpg","268_1369_403_628",268,1369,403,628,1704,484,1608,784,1580,283,1704,354,1580,315,1530,553,1630,559,1685,610,1464,578,1514,751,1476,665,1652,696,1559,778,1468,627,1490,708,1672,658,1635,739,1485,358,1674,379,1457,458,1480,551,1682,554,1455,328,"103_CV_2_10v_x30_BSE","103CV","103","NKBS","268_1369_403_628_103_CV_2_10v_x30_BSE"
34,"bryozoa_lab_images/103_CV_2_10v_x30_BSE.jpg","310_684_459_747",310,684,459,747,1037,509,985,888,872,332,1012,375,885,366,900,625,980,608,1057,641,833,675,895,917,851,803,1037,770,938,925,840,744,869,864,1055,711,1015,828,805,439,994,408,795,545,846,635,1031,594,772,413,"103_CV_2_10v_x30_BSE","103CV","103","NKBS","310_684_459_747_103_CV_2_10v_x30_BSE"
35,"bryozoa_lab_images/103_CV_2_10v_x30_BSE.jpg","38_981_477_593",38,981,477,593,1382,247,1288,540,1250,52,1386,123,1252,84,1200,341,1303,338,1365,379,1114,364,1187,533,1135,457,1340,462,1236,545,1121,417,1154,495,1358,424,1322,505,1149,132,1353,146,1108,242,1140,333,1353,335,1117,106,"103_CV_2_10v_x30_BSE","103CV","103","NKBS","38_981_477_593_103_CV_2_10v_x30_BSE"
36,"bryozoa_lab_images/103_CV_2_10v_x30_BSE.jpg","469_1658_422_482",469,1658,422,482,2015,704,1840,906,1959,494,2047,593,1948,521,1821,726,1923,757,1978,809,1764,723,1736,839,1743,777,1923,864,1784,877,1752,750,1734,810,1957,840,1887,888,1846,526,2019,602,1782,613,1785,705,1969,766,1834,491,"103_CV_2_10v_x30_BSE","103CV","103","NKBS","469_1658_422_482_103_CV_2_10v_x30_BSE"
37,"bryozoa_lab_images/043i_CC_2_15v_x30.jpg","195_1844_465_657",195,1844,465,657,2227,425,2126,755,2109,207,2243,289,2104,253,2009,488,2127,497,2223,542,1909,505,1963,745,1910,625,2197,649,2042,752,1903,568,1930,687,2220,600,2166,697,1990,288,2205,324,1935,386,1937,474,2201,502,1960,250,"043i_CC_2_15v_x30","043iCC","43","NKBS","195_1844_465_657_043i_CC_2_15v_x30"
38,"bryozoa_lab_images/043i_CC_2_15v_x30.jpg","756_1809_376_589",756,1809,376,589,2141,963,2045,1278,2027,778,2158,848,2024,825,1936,1028,2042,1031,2131,1066,1856,1060,1899,1254,1862,1155,2109,1176,1969,1271,1856,1111,1876,1204,2128,1123,2084,1227,1908,871,2122,880,1862,956,1872,1030,2110,1032,1883,832,"043i_CC_2_15v_x30","043iCC","43","NKBS","756_1809_376_589_043i_CC_2_15v_x30"
39,"bryozoa_lab_images/043i_CC_2_15v_x30.jpg","690_844_376_508",690,844,376,508,1165,878,1143,1156,1010,714,1160,761,1015,753,968,989,1077,967,1181,979,885,1021,968,1163,915,1103,1183,1069,1056,1154,898,1067,936,1137,1186,1027,1170,1114,914,818,1130,795,880,917,904,993,1145,950,879,787,"043i_CC_2_15v_x30","043iCC","43","NKBS","690_844_376_508_043i_CC_2_15v_x30"
40,"bryozoa_lab_images/673_CC_1_10v_x30_BSE.jpg","568_1121_392_549",568,1121,392,549,1445,781,1361,1030,1358,571,1460,653,1351,601,1274,833,1366,849,1426,891,1183,835,1230,1023,1180,935,1405,968,1295,1024,1173,886,1199,986,1419,931,1388,1003,1256,634,1425,673,1206,733,1220,827,1407,857,1237,606,"673_CC_1_10v_x30_BSE","673CC","673","Tewkesbury","568_1121_392_549_673_CC_1_10v_x30_BSE"
